Outlet_ID,Year,Month,Distributor_ID,SKU_ID,Volume_Liters,Total_Bill_Value,failure_reason
OUT_13998,2025,3,DIST_NW_01,SKU_03,49.11574787133183,17190.549624553085,Invalid Outlet_ID
OUT_01864,2025,4,DIST_W_01,SKU_04,13.496489359160444,4386.333081078097,Invalid Outlet_ID
OUT_16192,2023,4,DIST_NW_02,SKU_05,38.11891062091824,3430.7484399075497,Invalid Outlet_ID
OUT_10530,2023,5,DIST_C_03,SKU_06,271.8693248145088,22837.00447415068,Invalid Outlet_ID
OUT_08723,2025,1,DIST_W_02,SKU_02,34.1463926387828,8650.37262391293,Invalid Outlet_ID
OUT_06028,2024,2,DIST_W_03,SKU_05,13.118895336052493,1180.668727638664,Invalid Outlet_ID
OUT_10229,2024,6,DIST_C_03,SKU_05,65.13727385120038,5862.326350993029,Invalid Outlet_ID
OUT_19145,2025,2,DIST_S_01,SKU_05,16.484547964744422,1483.5900641221187,Invalid Outlet_ID
OUT_09014,2025,7,DIST_C_02,SKU_07,66.84010273267751,43446.09840273464,Invalid Outlet_ID
OUT_10530,2023,12,DIST_C_03,SKU_04,35.94139248415151,11680.999820230109,Invalid Outlet_ID
OUT_17661,2024,12,DIST_S_02,SKU_03,29.31985374871581,10261.964672685586,Invalid Outlet_ID
OUT_14745,2023,11,DIST_NW_01,SKU_03,11.17740346548245,3912.054155004756,Invalid Outlet_ID
OUT_15238,2023,7,DIST_NW_02,SKU_10,-41.51775757191409,-15329.665699447372,Invalid Outlet_ID
OUT_09014,2023,9,DIST_C_02,SKU_03,20.92853808866693,7324.997515324922,Invalid Outlet_ID
OUT_10229,2024,8,DIST_C_03,SKU_08,39.32391318415616,17302.544326409527,Invalid Outlet_ID
OUT_17499,2025,1,DIST_S_02,SKU_01,9.37348543665839,2812.045420747997,Invalid Outlet_ID
OUT_19170,2023,11,DIST_S_02,SKU_01,6.780471928363996,2034.11621802738,Invalid Outlet_ID
OUT_03691,2024,7,DIST_W_01,SKU_04,4.224019654237714,1372.8409590735594,Invalid Outlet_ID
OUT_01864,2024,10,DIST_W_01,SKU_06,119.31893362149935,10022.832895609194,Invalid Outlet_ID
OUT_07259,2023,12,DIST_W_01,SKU_04,35.59206579446063,11567.439576710412,Invalid Outlet_ID
OUT_10229,2025,6,DIST_C_03,SKU_06,321.9968476947996,27047.68737195276,Invalid Outlet_ID
OUT_10177,2023,12,DIST_C_02,SKU_03,13.112863975517437,4589.505721299608,Invalid Outlet_ID
OUT_15238,2025,7,DIST_NW_02,SKU_02,171.43749916039516,43430.80952781124,Invalid Outlet_ID
OUT_00090,2024,6,DIST_W_02,SKU_04,13.600818918040789,4420.232973760446,Invalid Outlet_ID
OUT_02862,2025,8,DIST_W_01,SKU_04,5.4053613588363305,1756.7236081310673,Invalid Outlet_ID
OUT_14462,2024,6,DIST_NW_02,SKU_06,105.59333880885228,8869.887004409815,Invalid Outlet_ID
OUT_08564,2025,7,DIST_W_02,SKU_01,28.91418279286542,8674.28696491157,Invalid Outlet_ID
OUT_09014,2025,5,DIST_C_02,SKU_05,63.38718173888304,5704.845653300538,Invalid Outlet_ID
OUT_00090,2025,10,DIST_W_02,SKU_01,25.077699519572803,7523.308785125058,Invalid Outlet_ID
OUT_03691,2023,8,DIST_W_01,SKU_01,3.100311432011832,6820.691782410806,Invalid Outlet_ID
OUT_10229,2023,4,DIST_C_03,SKU_07,81.84964229928751,53202.24975297021,Invalid Outlet_ID
OUT_17174,2023,8,DIST_S_01,SKU_08,5.597791173371102,2463.003833300303,Invalid Outlet_ID
OUT_18975,2025,11,DIST_S_01,SKU_04,8.425117396465224,2738.143983944946,Invalid Outlet_ID
OUT_19330,2023,6,DIST_S_01,SKU_03,3.224433574969462,1128.595037025722,Invalid Outlet_ID
OUT_17661,2024,1,DIST_S_02,SKU_04,31.14990170724272,10123.76059298001,Invalid Outlet_ID
OUT_10416,2023,6,DIST_C_01,SKU_09,3.161390814968339,6955.013727846896,Invalid Outlet_ID
OUT_10530,2025,11,DIST_C_03,SKU_03,26.723174490464192,9353.073725073851,Invalid Outlet_ID
OUT_01864,2025,2,DIST_W_01,SKU_03,8.91315976026209,3119.6411966432984,Invalid Outlet_ID
OUT_09014,2025,10,DIST_C_02,SKU_06,338.3571547600583,28421.960669667144,Invalid Outlet_ID
OUT_00090,2023,3,DIST_W_02,SKU_08,28.464878849158456,12524.531746017195,Invalid Outlet_ID
OUT_09014,2025,11,DIST_C_02,SKU_07,49.53565004669878,32198.19282054368,Invalid Outlet_ID
OUT_13998,2024,11,DIST_NW_01,SKU_02,163.1257322668965,41325.22787090623,Invalid Outlet_ID
OUT_08564,2025,9,DIST_W_02,SKU_02,87.26407393337617,22106.91930675026,Invalid Outlet_ID
OUT_00090,2023,9,DIST_W_02,SKU_07,65.45626823325615,42546.57947697902,Invalid Outlet_ID
OUT_18975,2023,2,DIST_S_01,SKU_05,35.124281898456736,3161.1386297861422,Invalid Outlet_ID
OUT_17661,2023,7,DIST_S_02,SKU_02,78.15489124900051,19799.22359586764,Invalid Outlet_ID
OUT_09014,2024,10,DIST_C_02,SKU_09,15.043908882082054,33096.61007138767,Invalid Outlet_ID
OUT_09014,2025,6,DIST_C_02,SKU_04,26.76222755376092,8697.712617116043,Invalid Outlet_ID
OUT_17661,2025,11,DIST_S_02,SKU_06,301.79498159219355,25350.826731458776,Invalid Outlet_ID
OUT_02426,2025,10,DIST_W_02,SKU_09,3.086664113251996,6790.662027667116,Invalid Outlet_ID
OUT_14745,2024,2,DIST_NW_01,SKU_06,130.9296663253596,10998.10005940935,Invalid Outlet_ID
OUT_07259,2023,7,DIST_W_01,SKU_07,59.81233773846465,38878.00066325743,Invalid Outlet_ID
OUT_09014,2024,4,DIST_C_02,SKU_02,131.40591761660227,33289.47364210934,Invalid Outlet_ID
OUT_09014,2024,7,DIST_C_02,SKU_02,91.66258695197624,23221.235963937805,Invalid Outlet_ID
OUT_15238,2025,5,DIST_NW_02,SKU_02,185.25303860766405,46930.76441673265,Invalid Outlet_ID
OUT_09014,2024,7,DIST_C_02,SKU_05,67.09672448394365,6038.657587032751,Invalid Outlet_ID
OUT_09014,2024,10,DIST_C_02,SKU_07,57.001055634441805,37050.652135290446,Invalid Outlet_ID
OUT_10530,2025,12,DIST_C_03,SKU_06,466.9192395265663,39221.17919336648,Invalid Outlet_ID
OUT_08564,2024,7,DIST_W_02,SKU_02,97.411606601687,24677.58767526294,Invalid Outlet_ID
OUT_17661,2025,7,DIST_S_02,SKU_08,29.394643184107693,12933.680172561268,Invalid Outlet_ID
OUT_13998,2025,9,DIST_NW_01,SKU_09,27.36911007989328,60212.010321202666,Invalid Outlet_ID
OUT_10753,2025,5,DIST_C_02,SKU_04,4.826248616798526,1568.5606113660604,Invalid Outlet_ID
OUT_13998,2023,4,DIST_NW_01,SKU_07,195.39773174978484,127008.47653966524,Invalid Outlet_ID
OUT_02795,2025,7,DIST_W_02,SKU_04,4.251836384476505,1381.8667532605305,Invalid Outlet_ID
OUT_15238,2024,9,DIST_NW_02,SKU_08,62.821534581899016,27641.44488096533,Invalid Outlet_ID
OUT_01864,2025,9,DIST_W_01,SKU_09,5.642399920513756,12413.263461409511,Invalid Outlet_ID
OUT_11877,2025,3,DIST_C_01,SKU_01,20.934034730954934,5303.321508869372,Invalid Outlet_ID
OUT_08723,2025,2,DIST_W_02,SKU_09,5.670986960945434,12476.147425043582,Invalid Outlet_ID
OUT_16360,2025,7,DIST_NW_01,SKU_08,6.637059759590354,2920.3202023139816,Invalid Outlet_ID
OUT_13327,2024,2,DIST_NW_01,SKU_09,2.619925657677556,5763.874440652323,Invalid Outlet_ID
OUT_02426,2023,2,DIST_W_02,SKU_02,16.19327837608551,4102.299895009251,Invalid Outlet_ID
OUT_16360,2023,10,DIST_NW_01,SKU_10,2.999923875886934,1107.699284667169,Invalid Outlet_ID
OUT_13998,2024,9,DIST_NW_01,SKU_09,31.184216267822272,68605.2884665266,Invalid Outlet_ID
OUT_07259,2024,3,DIST_W_01,SKU_10,19.72714160248986,7283.840423805451,Invalid Outlet_ID
OUT_00090,2025,11,DIST_W_02,SKU_09,16.03734245103395,35282.15902740627,Invalid Outlet_ID
OUT_17661,2024,12,DIST_S_02,SKU_04,32.45264530224068,10547.118005683078,Invalid Outlet_ID
OUT_15238,2025,11,DIST_NW_02,SKU_02,159.38977946193484,40378.75773184968,Invalid Outlet_ID
OUT_13998,2024,12,DIST_NW_01,SKU_01,89.58874378661321,26876.66831580297,Invalid Outlet_ID
OUT_03691,2025,2,DIST_W_01,SKU_01,5.237109158184805,1702.023370053184,Invalid Outlet_ID
OUT_13998,2023,10,DIST_NW_01,SKU_03,45.23421856442626,15831.97740401806,Invalid Outlet_ID
OUT_11877,2024,10,DIST_C_01,SKU_05,12.058812158373204,1085.32953281607,Invalid Outlet_ID
OUT_10530,2025,2,DIST_C_03,SKU_10,17.216378623511726,6356.830788958886,Invalid Outlet_ID
OUT_11877,2024,11,DIST_C_01,SKU_04,4.924837246080438,1600.5389181255914,Invalid Outlet_ID
OUT_15915,2024,1,DIST_NW_02,SKU_04,5.020405958071861,1631.627781710089,Invalid Outlet_ID
OUT_13327,2023,6,DIST_NW_01,SKU_06,65.09466468840145,5467.905949588423,Invalid Outlet_ID
OUT_14745,2024,11,DIST_NW_01,SKU_10,6.980928719324843,2577.5547371887983,Invalid Outlet_ID
OUT_15238,2024,7,DIST_NW_02,SKU_03,57.50437362647945,20126.563669805382,Invalid Outlet_ID
OUT_15238,2025,4,DIST_NW_02,SKU_06,880.940100751555,73999.00912802115,Invalid Outlet_ID
OUT_10229,2025,2,DIST_C_03,SKU_07,59.10357379321149,38417.353220171295,Invalid Outlet_ID
OUT_07259,2025,9,DIST_W_01,SKU_09,15.021184183706165,33046.617175511994,Invalid Outlet_ID
OUT_09014,2024,2,DIST_C_02,SKU_09,14.545118742828691,31999.24594792753,Invalid Outlet_ID
OUT_02795,2024,9,DIST_W_02,SKU_06,64.06610005324625,5381.557196126058,Invalid Outlet_ID
OUT_15238,2023,5,DIST_NW_02,SKU_06,570.6184310247893,47931.9773019681,Invalid Outlet_ID
OUT_10229,2023,10,DIST_C_03,SKU_04,21.721085733991515,7059.351529011426,Invalid Outlet_ID
OUT_08564,2025,9,DIST_W_02,SKU_01,29.470908138028264,8841.24834824599,Invalid Outlet_ID
OUT_07259,2024,7,DIST_W_01,SKU_04,28.26318809659977,9185.57252459923,Invalid Outlet_ID
OUT_10530,2024,8,DIST_C_03,SKU_05,89.0327712983157,8012.97323445445,Invalid Outlet_ID
OUT_10177,2024,6,DIST_C_02,SKU_08,10.59206313619888,4660.487952040019,Invalid Outlet_ID
OUT_07259,2025,10,DIST_W_01,SKU_08,30.98081716762941,13631.573272278936,Invalid Outlet_ID
OUT_17174,2025,8,DIST_S_01,SKU_09,2.690017940763195,5918.030228540774,Invalid Outlet_ID
OUT_08564,2024,2,DIST_W_02,SKU_04,23.768696983055083,7724.820269523863,Invalid Outlet_ID
OUT_16360,2024,3,DIST_NW_01,SKU_06,63.2611040765973,5313.9358085388985,Invalid Outlet_ID
OUT_06028,2025,5,DIST_W_03,SKU_05,9.916531907737005,892.5278962256311,Invalid Outlet_ID
OUT_08564,2023,4,DIST_W_02,SKU_09,21.95935781484617,48310.56253979305,Invalid Outlet_ID
OUT_13998,2024,11,DIST_NW_01,SKU_05,109.28800954180755,9835.950315452688,Invalid Outlet_ID
OUT_15238,2025,8,DIST_NW_02,SKU_10,40.38089262762256,14909.843054485547,Invalid Outlet_ID
OUT_19319,2025,2,DIST_S_02,SKU_07,34.64215233720955,22517.3917280049,Invalid Outlet_ID
OUT_00090,2024,1,DIST_W_02,SKU_04,27.114390516118235,8812.131277741712,Invalid Outlet_ID
OUT_13567,2023,5,DIST_NW_02,SKU_04,4.97599272949584,1617.2314030615355,Invalid Outlet_ID
OUT_18356,2025,7,DIST_S_02,SKU_07,13.498066423302294,8773.787231117778,Invalid Outlet_ID
OUT_08564,2023,1,DIST_W_02,SKU_02,89.55350655985961,22686.891517455617,Invalid Outlet_ID
OUT_14745,2024,4,DIST_NW_01,SKU_03,11.709247841547636,4098.271362800373,Invalid Outlet_ID
OUT_00090,2024,9,DIST_W_02,SKU_01,32.1765935154743,9653.022708561515,Invalid Outlet_ID
OUT_19170,2023,10,DIST_S_02,SKU_01,7.115979336191445,2134.798051645176,Invalid Outlet_ID
OUT_10416,2024,7,DIST_C_01,SKU_02,18.197053762417735,4609.902379711419,Invalid Outlet_ID
OUT_10229,2024,5,DIST_C_03,SKU_08,27.71594407688815,12195.041111450138,Invalid Outlet_ID
OUT_01864,2023,4,DIST_W_01,SKU_05,41.487058167671286,3733.844961390089,Invalid Outlet_ID
OUT_19319,2024,5,DIST_S_02,SKU_03,5.755549516476931,2014.490462021144,Invalid Outlet_ID
OUT_13998,2023,5,DIST_NW_01,SKU_08,56.80666559534959,24994.9475603961,Invalid Outlet_ID
OUT_10177,2024,10,DIST_C_02,SKU_03,9.404039145144305,3291.4063782882163,Invalid Outlet_ID
OUT_17499,2025,7,DIST_S_02,SKU_02,19.57101621232138,4957.994619927817,Invalid Outlet_ID
OUT_10177,2023,8,DIST_C_02,SKU_10,8.34420622058623,3080.918322366242,Invalid Outlet_ID
OUT_19170,2025,4,DIST_S_02,SKU_02,24.377164005785083,6175.519280525892,Invalid Outlet_ID
OUT_00090,2024,8,DIST_W_02,SKU_06,315.4199919986646,26495.29506266056,Invalid Outlet_ID
OUT_17661,2025,3,DIST_S_02,SKU_10,22.183597558211364,8190.908408692009,Invalid Outlet_ID
OUT_00090,2024,11,DIST_W_02,SKU_01,23.619342716207232,7085.79325951334,Invalid Outlet_ID
OUT_08564,2024,2,DIST_W_02,SKU_03,24.43097512611354,8550.870769523168,Invalid Outlet_ID
OUT_10416,2024,8,DIST_C_01,SKU_05,17.427117517881857,1568.4576021185158,Invalid Outlet_ID
OUT_14745,2024,11,DIST_NW_01,SKU_09,6.5004561251150506,14301.008732802671,Invalid Outlet_ID
OUT_03691,2024,3,DIST_W_01,SKU_02,18.302128740936038,4636.570189996672,Invalid Outlet_ID
OUT_17661,2024,5,DIST_S_02,SKU_09,11.042843359634515,24294.291115856744,Invalid Outlet_ID
OUT_18975,2024,9,DIST_S_01,SKU_07,20.98265425876574,13638.700218803728,Invalid Outlet_ID
OUT_07259,2025,9,DIST_W_01,SKU_10,18.725476433527152,6914.047139522907,Invalid Outlet_ID
OUT_10229,2025,5,DIST_C_03,SKU_10,20.168214180408995,7446.742892143246,Invalid Outlet_ID
OUT_18356,2023,4,DIST_S_02,SKU_08,8.184179792087235,3601.053222627866,Invalid Outlet_ID
OUT_02389,2025,8,DIST_W_02,SKU_06,62.825987241517005,5277.424356372742,Invalid Outlet_ID
OUT_10229,2025,10,DIST_C_03,SKU_01,24.20199231630118,7260.588717601654,Invalid Outlet_ID
OUT_02795,2025,12,DIST_W_02,SKU_07,20.87664899777332,13569.790649249404,Invalid Outlet_ID
OUT_07259,2023,9,DIST_W_01,SKU_08,27.69446185083696,12185.602144121063,Invalid Outlet_ID
OUT_15238,2023,10,DIST_NW_02,SKU_03,43.6373948465497,15273.104926254044,Invalid Outlet_ID
OUT_08564,2023,3,DIST_W_02,SKU_03,25.96107972970056,9086.36676733972,Invalid Outlet_ID
OUT_15238,2025,1,DIST_NW_02,SKU_06,619.5743681920649,52044.23411376921,Invalid Outlet_ID
OUT_10177,2024,6,DIST_C_02,SKU_06,132.1308741684515,11099.020900943206,Invalid Outlet_ID
OUT_08564,2023,11,DIST_W_02,SKU_07,62.82117357308434,40833.808906605205,Invalid Outlet_ID
OUT_10530,2024,5,DIST_C_03,SKU_03,26.808510267955697,9383.021032881585,Invalid Outlet_ID
OUT_03691,2024,1,DIST_W_01,SKU_02,18.685029096725145,4733.517058471583,Invalid Outlet_ID
OUT_19330,2023,10,DIST_S_01,SKU_03,4.794215133482527,1677.9453860459248,Invalid Outlet_ID
OUT_10530,2024,3,DIST_C_03,SKU_01,29.712721929975597,8913.780522236228,Invalid Outlet_ID
OUT_10177,2023,8,DIST_C_02,SKU_03,13.562157389237928,4746.76336453693,Invalid Outlet_ID
OUT_13998,2025,4,DIST_NW_01,SKU_01,91.323027011949,27396.874125887203,Invalid Outlet_ID
OUT_10229,2025,10,DIST_C_03,SKU_05,62.86299771501282,5657.621723542855,Invalid Outlet_ID
OUT_10229,2023,12,DIST_C_03,SKU_02,140.4224362475736,35573.70406041419,Invalid Outlet_ID
OUT_13998,2025,2,DIST_NW_01,SKU_04,41.24315439709813,13404.07361836099,Invalid Outlet_ID
OUT_08564,2025,11,DIST_W_02,SKU_06,301.7083233060332,25343.49234396212,Invalid Outlet_ID
OUT_19145,2024,4,DIST_S_01,SKU_10,5.428474743229939,2004.3837477429024,Invalid Outlet_ID
OUT_09014,2023,12,DIST_C_02,SKU_01,47.3963391859351,14218.88571428379,Invalid Outlet_ID
OUT_13998,2025,8,DIST_NW_01,SKU_06,619.5706573971667,52043.93789867229,Invalid Outlet_ID
OUT_13998,2024,12,DIST_NW_01,SKU_07,179.04410293431587,116378.62221336368,Invalid Outlet_ID
OUT_13998,2024,8,DIST_NW_01,SKU_03,44.06107938696046,15421.378860158296,Invalid Outlet_ID
OUT_10229,2024,11,DIST_C_03,SKU_05,49.40322585180079,4446.329286420556,Invalid Outlet_ID
OUT_15238,2024,11,DIST_NW_02,SKU_02,160.1059353993802,40560.1550223876,Invalid Outlet_ID
OUT_10753,2023,9,DIST_C_02,SKU_03,4.740361283737458,1659.13692612023,Invalid Outlet_ID
OUT_10530,2023,3,DIST_C_03,SKU_01,27.4319256019598,8229.55815664559,Invalid Outlet_ID
OUT_11877,2025,12,DIST_C_01,SKU_07,18.971947491158662,12331.803997377096,Invalid Outlet_ID
OUT_14745,2025,8,DIST_NW_01,SKU_08,13.154692171874972,5788.074921475294,Invalid Outlet_ID
OUT_15238,2023,5,DIST_NW_02,SKU_01,71.56401040338187,21469.214411822966,Invalid Outlet_ID
OUT_14745,2025,6,DIST_NW_01,SKU_05,26.195840118857355,2357.6484640412723,Invalid Outlet_ID
OUT_14745,2024,5,DIST_NW_01,SKU_01,10.053626448948744,3016.1159908126538,Invalid Outlet_ID
OUT_17661,2025,11,DIST_S_02,SKU_10,21.31039816166602,7868.44665694782,Invalid Outlet_ID
OUT_06028,2025,7,DIST_W_03,SKU_10,4.230576154244002,1562.0503957073329,Invalid Outlet_ID
OUT_07259,2023,9,DIST_W_01,SKU_07,72.51481207573525,47134.61130331843,Invalid Outlet_ID
OUT_10177,2025,7,DIST_C_02,SKU_06,134.45300320176506,11294.097092143236,Invalid Outlet_ID
OUT_16192,2024,9,DIST_NW_02,SKU_06,122.78484586516586,10313.967744918316,Invalid Outlet_ID
OUT_16360,2024,3,DIST_NW_01,SKU_05,10.308679644242751,927.8175227478748,Invalid Outlet_ID
OUT_17661,2025,10,DIST_S_02,SKU_07,58.42418602957077,37975.75361819283,Invalid Outlet_ID
OUT_10229,2023,11,DIST_C_03,SKU_06,309.74859630252075,26018.84959405743,Invalid Outlet_ID
OUT_10229,2025,12,DIST_C_03,SKU_04,36.69084096989784,11924.504686831684,Invalid Outlet_ID
OUT_15238,2023,7,DIST_NW_02,SKU_02,166.91847137729428,42285.98332987206,Invalid Outlet_ID
OUT_07259,2024,10,DIST_W_01,SKU_04,24.573881834041785,7986.464147184561,Invalid Outlet_ID
OUT_18975,2023,10,DIST_S_01,SKU_07,24.073064921767063,15647.514674838769,Invalid Outlet_ID
OUT_19170,2025,10,DIST_S_02,SKU_04,4.872654324443992,1583.5867588259036,Invalid Outlet_ID
OUT_11877,2023,1,DIST_C_01,SKU_01,7.543797760336602,2263.171757997928,Invalid Outlet_ID
OUT_14745,2023,7,DIST_NW_01,SKU_10,8.928358198576408,3296.6276572263123,Invalid Outlet_ID
OUT_19319,2023,10,DIST_S_02,SKU_08,13.112703532103415,5769.59290158657,Invalid Outlet_ID
OUT_15238,2025,12,DIST_NW_02,SKU_01,90.98360320021364,27295.08211092593,Invalid Outlet_ID
OUT_17661,2023,8,DIST_S_02,SKU_01,34.80609196893935,10441.78996289125,Invalid Outlet_ID
OUT_07259,2024,10,DIST_W_01,SKU_05,54.671942535478905,4920.485543544686,Invalid Outlet_ID
OUT_00090,2025,6,DIST_W_02,SKU_03,13.158528441940952,4605.490000141692,Invalid Outlet_ID
OUT_13998,2023,8,DIST_NW_01,SKU_02,186.2732251147696,47189.25777037529,Invalid Outlet_ID
OUT_07259,2023,10,DIST_W_01,SKU_08,35.822317039722314,15761.8448889859,Invalid Outlet_ID
OUT_09014,2025,8,DIST_C_02,SKU_07,85.02353237858658,55265.296642159,Invalid Outlet_ID
OUT_10177,2025,11,DIST_C_02,SKU_06,108.8731510554635,9145.372755561692,Invalid Outlet_ID
OUT_00090,2024,2,DIST_W_02,SKU_06,315.4466468280798,26497.541418543064,Invalid Outlet_ID
OUT_17661,2024,11,DIST_S_02,SKU_06,293.09287167956984,24619.793247941263,Invalid Outlet_ID
OUT_00090,2024,2,DIST_W_02,SKU_01,34.88931174271661,10466.763519737397,Invalid Outlet_ID
OUT_17661,2025,1,DIST_S_02,SKU_09,23.04196936781994,50692.37915663427,Invalid Outlet_ID
OUT_13998,2025,3,DIST_NW_01,SKU_04,42.64111230224002,13858.399444841098,Invalid Outlet_ID
OUT_07259,2024,1,DIST_W_01,SKU_07,60.4097686035584,39266.33179834355,Invalid Outlet_ID
OUT_08723,2025,10,DIST_W_02,SKU_01,10.159236131995346,3047.7614043376866,Invalid Outlet_ID
OUT_00090,2023,9,DIST_W_02,SKU_09,15.860561432383156,34893.216560838795,Invalid Outlet_ID
OUT_17661,2025,4,DIST_S_02,SKU_07,83.76930183794404,54450.01612215489,Invalid Outlet_ID
OUT_08564,2023,6,DIST_W_02,SKU_02,52.81799556073464,13380.54505310503,Invalid Outlet_ID
OUT_06028,2024,3,DIST_W_03,SKU_06,72.23119771537944,6067.442477387314,Invalid Outlet_ID
OUT_10753,2023,4,DIST_C_02,SKU_01,4.547337217191248,10004.173670673174,Invalid Outlet_ID
OUT_08564,2023,11,DIST_W_02,SKU_06,341.2134456939108,28661.916107930825,Invalid Outlet_ID
OUT_01864,2023,2,DIST_W_01,SKU_04,9.548620005392518,3103.3180236438266,Invalid Outlet_ID
OUT_01864,2024,5,DIST_W_01,SKU_03,6.390277431908913,2236.6228627423448,Invalid Outlet_ID
OUT_09014,2024,2,DIST_C_02,SKU_07,67.9741062695429,44183.20946388748,Invalid Outlet_ID
OUT_08564,2025,10,DIST_W_02,SKU_10,21.688803597169965,8008.205919909969,Invalid Outlet_ID
OUT_01864,2024,4,DIST_W_01,SKU_08,17.849843424857195,7853.96556826605,Invalid Outlet_ID
OUT_16192,2025,12,DIST_NW_02,SKU_06,151.37623544892872,12715.626346620877,Invalid Outlet_ID
OUT_13998,2023,9,DIST_NW_01,SKU_09,-33.42261347559167,-73529.71832147666,Invalid Outlet_ID
OUT_13327,2023,7,DIST_NW_01,SKU_06,63.760293588121,5355.897107554604,Invalid Outlet_ID
OUT_08564,2024,3,DIST_W_02,SKU_03,23.217271916778685,8126.016229042283,Invalid Outlet_ID
OUT_00090,2023,8,DIST_W_02,SKU_08,26.124009987174595,11494.520779925102,Invalid Outlet_ID
OUT_09014,2025,9,DIST_C_02,SKU_07,64.65806031593984,42027.70805476221,Invalid Outlet_ID
OUT_07259,2024,4,DIST_W_01,SKU_03,35.771120366880616,12519.939931102388,Invalid Outlet_ID
OUT_15238,2025,12,DIST_NW_02,SKU_10,57.08473282176743,21077.48226010796,Invalid Outlet_ID
OUT_00090,2025,8,DIST_W_02,SKU_09,16.712363169049333,36767.19500688372,Invalid Outlet_ID
OUT_10753,2023,5,DIST_C_02,SKU_10,4.153009847905301,1533.3859064928856,Invalid Outlet_ID
OUT_01864,2024,3,DIST_W_01,SKU_08,12.553998992161857,5523.714782211739,Invalid Outlet_ID
OUT_17499,2023,4,DIST_S_02,SKU_03,7.26271724904439,2541.9454179309846,Invalid Outlet_ID
OUT_19145,2023,4,DIST_S_01,SKU_06,102.25311581702572,8589.247641546483,Invalid Outlet_ID
OUT_15238,2024,4,DIST_NW_02,SKU_01,74.26842206063516,22280.560157996908,Invalid Outlet_ID
OUT_07259,2025,4,DIST_W_01,SKU_01,38.51712582098564,11555.145729991871,Invalid Outlet_ID
OUT_08564,2025,4,DIST_W_02,SKU_09,21.446532025486043,47182.3228768828,Invalid Outlet_ID
OUT_15238,2023,2,DIST_NW_02,SKU_09,27.65341866645069,60837.48964415143,Invalid Outlet_ID
OUT_10229,2023,12,DIST_C_03,SKU_06,441.4270407196752,37079.87718902712,Invalid Outlet_ID
OUT_19145,2023,8,DIST_S_01,SKU_10,4.796760724837331,1771.135781201492,Invalid Outlet_ID
OUT_14745,2025,5,DIST_NW_01,SKU_04,8.653412471840463,2812.395693419805,Invalid Outlet_ID
OUT_09014,2025,12,DIST_C_02,SKU_10,28.10329874541206,10376.614848096597,Invalid Outlet_ID
OUT_18975,2025,5,DIST_S_01,SKU_02,21.652961000389208,5485.387928965909,Invalid Outlet_ID
OUT_15238,2023,1,DIST_NW_02,SKU_05,115.38627059410408,10384.77256453277,Invalid Outlet_ID
OUT_14745,2025,1,DIST_NW_01,SKU_04,10.94174390526036,3556.0932747191546,Invalid Outlet_ID
OUT_10530,2025,10,DIST_C_03,SKU_05,61.10456677681732,5499.400224024696,Invalid Outlet_ID
OUT_12014,2025,7,DIST_C_03,SKU_04,3.879240888101701,1260.7773961359578,Invalid Outlet_ID
